district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;general;general_basic_and_below_basic;general_proficient_and_advance;obc;obc_basic_and_below_basic;obc_proficient_and_advance;sc;sc_basic_and_below_basic;sc_proficient_and_advance;st;st_basic_and_below_basic;st_proficient_and_advance
Ranchi;Jharkhand;2014;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2014;20;mil;52.779446;67.58964;32.410366;44.86696;84.2634;15.736602;42.917446;15.483002;84.517;38.95021;92.66051;7.339491
Ranchi;Jharkhand;2014;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2014;20;sci;43.011368;81.745346;18.254652;35.08475;91.44034;8.559664;30.54631;3.487911;96.51209;32.4069;97.177284;2.8227158
Ranchi;Jharkhand;2014;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2014;20;sst;46.33673;65.20867;34.79133;40.70393;81.588615;18.411385;37.731117;14.19977;85.80023;35.097992;93.50238;6.4976196
Lohardaga;Jharkhand;2015;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2015;20;evs;63.718464;52.055664;47.944336;54.780617;61.20997;38.79003;52.720085;30.053452;69.94655;54.920464;58.33203;41.66797
Lohardaga;Jharkhand;2015;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2015;20;language;59.127136;64.3945;35.605503;55.102886;69.57152;30.42848;51.315235;22.839773;77.160225;55.722214;74.262146;25.73785
Lohardaga;Jharkhand;2015;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2015;20;math;59.880985;55.871315;44.128685;52.82271;63.55031;36.44969;52.176006;33.9978;66.0022;50.317135;67.93216;32.06784
Lohardaga;Jharkhand;2015;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;evs;48.47434;67.89238;32.107616;40.211315;80.01962;19.98038;41.673016;0;100;43.00163;74.78515;25.214851
Lohardaga;Jharkhand;2015;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;language;50.80364;69.91091;30.08909;49.195213;68.38582;31.614185;42.501457;12.793663;87.20634;50.44923;64.18198;35.818027
Lohardaga;Jharkhand;2015;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;math;42.678417;86.751564;13.248439;34.84851;90.065155;9.934848;37.10231;13.998747;86.00125;36.769886;83.30784;16.692163
Lohardaga;Jharkhand;2015;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;language;49.270504;69.13785;30.862148;48.19214;70.20873;29.79127;46.829624;31.928114;68.071884;49.402218;76.079185;23.920818
Lohardaga;Jharkhand;2015;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;math;30.620506;86.63541;13.3645935;36.412876;69.34613;30.65387;31.566769;9.025074;90.97492;30.906979;86.318794;13.681203
Lohardaga;Jharkhand;2015;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;sci;38.10109;67.23032;32.769676;35.844746;75.47564;24.524359;33.143967;11.590025;88.40997;34.112526;85.934875;14.065125
Lohardaga;Jharkhand;2015;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2015;20;sst;40.915035;86.76197;13.2380295;39.619884;78.31813;21.681868;32.179462;7.502017;92.497986;35.86382;90.80993;9.190074
Lohardaga;Jharkhand;2015;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2015;20;eng;48.60515;27.74436;72.25564;41.35266;42.20964;57.79036;37.220306;50.22445;49.77555;34.04979;54.055473;45.944527
Lohardaga;Jharkhand;2015;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2015;20;math;25.565592;81.36827;18.631733;31.418377;76.9049;23.095098;26.364758;0;100;28.599792;89.45459;10.545411
Lohardaga;Jharkhand;2015;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2015;20;mil;42.547897;93.17157;6.8284273;40.44043;88.19647;11.803526;37.103134;11.9591465;88.040855;36.977184;95.225746;4.774253
Lohardaga;Jharkhand;2015;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2015;20;sci;37.74885;87.43065;12.569349;35.29585;93.09349;6.906506;33.201466;7.5993886;92.40061;30.78395;97.058914;2.9410837
Lohardaga;Jharkhand;2015;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2015;20;sst;42.541557;74.90397;25.096033;38.148495;90.98489;9.015105;33.948593;4.412647;95.58736;34.934418;94.28889;5.7111106
Gumla;Jharkhand;2016;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2016;20;evs;41.597744;87.36589;12.634111;52.924225;71.27204;28.727959;48.747936;47.66995;52.33005;53.07667;65.70985;34.290154
Gumla;Jharkhand;2016;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2016;20;language;48.64049;87.57208;12.427917;54.891003;76.42137;23.578629;45.652473;22.813143;77.18686;56.286804;72.64704;27.352959
Gumla;Jharkhand;2016;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2016;20;math;43.11212;72.91919;27.080807;49.221302;71.21215;28.787846;41.902668;19.069775;80.93022;48.602974;74.74348;25.256521
Gumla;Jharkhand;2016;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;evs;48.97434;67.0363;32.9637;42.223034;84.10561;15.894389;38.236023;1.2628139;98.73718;35.88292;87.77811;12.221892
Gumla;Jharkhand;2016;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;language;56.428158;48.130478;51.869522;48.002594;72.99383;27.00617;54.335625;42.112972;57.887028;41.53499;78.9663;21.033697
Gumla;Jharkhand;2016;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;math;43.50504;76.491554;23.508446;36.455982;91.17301;8.826989;35.34074;16.819433;83.180565;30.318113;94.642845;5.3571525
Gumla;Jharkhand;2016;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;language;64.91272;46.251907;53.748093;46.15265;76.537926;23.462074;46.469837;16.26282;83.73718;43.96541;83.96985;16.030151
Gumla;Jharkhand;2016;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;math;36.40079;66.74334;33.256657;30.591953;83.85703;16.14297;29.633118;15.031077;84.968925;29.462881;90.123436;9.876567
Gumla;Jharkhand;2016;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;sci;40.57835;67.653694;32.346306;35.275112;78.803566;21.196436;33.400135;4.29368;95.70632;31.995705;91.67027;8.329726
Gumla;Jharkhand;2016;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2016;20;sst;40.916748;76.12246;23.877539;36.31518;87.15755;12.842456;35.52816;12.75467;87.24533;33.55207;93.34338;6.6566143
Gumla;Jharkhand;2016;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2016;20;eng;46.300102;47.64159;52.35841;37.773666;46.609066;53.390934;35.464455;49.060375;50.939625;34.247177;60.733063;39.266937
Gumla;Jharkhand;2016;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2016;20;math;30.684921;86.0298;13.9702015;29.06211;84.29189;15.70811;30.757452;13.409721;86.59028;26.013912;92.15432;7.8456807
Gumla;Jharkhand;2016;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2016;20;mil;35.768726;98.98672;1.0132848;38.786175;95.20386;4.7961435;33.434322;5.423602;94.5764;36.25104;95.72239;4.277609
Gumla;Jharkhand;2016;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2016;20;sci;34.674866;90.214264;9.785735;32.717136;97.01275;2.9872475;30.602488;5.262546;94.73746;29.759012;98.889015;1.1109849
Gumla;Jharkhand;2016;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2016;20;sst;41.51546;77.7626;22.237394;35.9809;92.71826;7.2817354;36.195614;16.565855;83.43414;33.742523;93.90201;6.097992
Pashchimi Singhbhum;Jharkhand;2017;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2017;20;evs;54.466103;73.81259;26.18741;55.12604;58.32397;41.67603;49.96368;29.867752;70.13225;55.017746;59.14576;40.85424
Pashchimi Singhbhum;Jharkhand;2017;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2017;20;language;56.7966;72.93658;27.063423;56.807213;68.83343;31.166574;54.089558;29.372562;70.62744;57.357014;68.35605;31.643951
Pashchimi Singhbhum;Jharkhand;2017;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2017;20;math;50.702763;72.98389;27.016115;52.72787;66.29727;33.702724;48.050972;24.680695;75.319305;52.62386;63.568756;36.431244
Pashchimi Singhbhum;Jharkhand;2017;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;evs;47.86962;69.83108;30.168919;44.724262;71.10313;28.896873;47.051777;35.247562;64.75244;46.09285;67.248085;32.75191
Pashchimi Singhbhum;Jharkhand;2017;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;language;59.49143;49.086895;50.913105;52.471233;60.784397;39.215603;41.046627;26.984783;73.01522;51.83577;63.04244;36.95756
Pashchimi Singhbhum;Jharkhand;2017;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;math;42.715;80.564896;19.435104;38.61929;77.97069;22.029314;34.466286;15.271336;84.72866;39.538788;77.703674;22.296328
Pashchimi Singhbhum;Jharkhand;2017;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;language;57.55051;56.277863;43.722137;47.02824;72.6605;27.339499;48.80565;24.235184;75.76482;43.859562;82.3816;17.6184
Pashchimi Singhbhum;Jharkhand;2017;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;math;40.934685;54.667828;45.332172;33.070354;76.42626;23.573738;29.171986;11.770508;88.22949;31.173388;84.32535;15.674654
Pashchimi Singhbhum;Jharkhand;2017;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;sci;45.045498;60.857086;39.142914;36.6342;78.09239;21.907608;35.68854;12.239055;87.76095;36.39131;78.10933;21.890675
Pashchimi Singhbhum;Jharkhand;2017;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2017;20;sst;44.193058;68.32948;31.670517;37.81575;83.70683;16.293163;30.150723;5.2363353;94.763664;33.49689;88.83552;11.164485
Pashchimi Singhbhum;Jharkhand;2017;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2017;20;eng;46.67612;28.398298;71.6017;38.66348;51.313427;48.686573;31.773975;28.078718;71.92128;33.499374;59.21848;40.78152
Pashchimi Singhbhum;Jharkhand;2017;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2017;20;math;31.274168;79.3205;20.679499;28.633255;88.95868;11.041321;27.801672;4.6579623;95.34204;28.73609;85.677414;14.322584
Pashchimi Singhbhum;Jharkhand;2017;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2017;20;mil;41.4059;89.85722;10.142774;38.213085;92.728645;7.2713547;32.170593;1.0954541;98.90455;34.588596;96.63677;3.3632302
Pashchimi Singhbhum;Jharkhand;2017;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2017;20;sci;38.767124;81.014206;18.985798;33.770355;93.13848;6.8615165;30.785503;0;100;31.321733;96.79277;3.2072265
Pashchimi Singhbhum;Jharkhand;2017;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2017;20;sst;41.465805;81.24844;18.751558;35.67513;89.81892;10.181084;28.169464;6.3189783;93.68102;34.80912;90.381485;9.618517
Purbi Singhbhum;Jharkhand;2018;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2018;20;evs;57.59612;55.205753;44.794247;53.223335;66.39158;33.608425;52.91139;37.121555;62.878445;54.965553;61.375908;38.624092
Purbi Singhbhum;Jharkhand;2018;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2018;20;language;66.24896;53.627853;46.372147;58.236416;65.97212;34.02788;57.30819;29.249773;70.75023;59.642475;63.831486;36.168514
Purbi Singhbhum;Jharkhand;2018;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2018;20;math;56.341347;58.807533;41.192467;52.287746;66.100334;33.899666;49.702843;27.724121;72.27588;53.236866;63.84254;36.15746
Purbi Singhbhum;Jharkhand;2018;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;evs;52.14876;64.69519;35.304813;42.848675;73.75888;26.241121;42.644657;18.479599;81.5204;47.443314;70.43874;29.561258
Purbi Singhbhum;Jharkhand;2018;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;language;64.80677;39.79322;60.20678;50.11075;63.877823;36.122177;50.14414;33.397873;66.60213;53.15555;63.84529;36.15471
Purbi Singhbhum;Jharkhand;2018;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;math;44.62314;75.930336;24.069662;40.589394;79.59315;20.40685;42.769524;20.838465;79.16154;47.083237;68.09993;31.90007
Purbi Singhbhum;Jharkhand;2018;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;language;68.97753;33.326897;66.6731;55.478714;60.486774;39.513226;51.478207;31.875858;68.12414;49.619293;74.511856;25.488146
Purbi Singhbhum;Jharkhand;2018;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;math;43.608498;56.168823;43.831177;36.708393;73.802925;26.197075;29.850039;19.661486;80.33852;31.850464;83.85978;16.140219
Purbi Singhbhum;Jharkhand;2018;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;sci;47.79129;47.379784;52.620216;38.32701;72.1132;27.886799;37.26565;20.934195;79.0658;37.218403;77.13278;22.867216
Purbi Singhbhum;Jharkhand;2018;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2018;20;sst;46.348724;64.69518;35.304813;40.523502;75.02949;24.970514;38.711254;17.343603;82.656395;35.40149;91.2957;8.704302
Purbi Singhbhum;Jharkhand;2018;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2018;20;eng;56.676857;20.675117;79.32488;45.73756;31.2918;68.7082;36.949986;50.95331;49.04669;39.858788;42.282196;57.717804
Purbi Singhbhum;Jharkhand;2018;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2018;20;math;33.058365;79.44528;20.554718;31.347372;79.081215;20.918787;32.443523;18.419252;81.58075;30.015066;81.544624;18.455378
Purbi Singhbhum;Jharkhand;2018;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2018;20;mil;43.88915;84.29;15.71;41.670578;88.08929;11.910716;40.905792;12.554314;87.44569;37.157825;94.92257;5.077427
Purbi Singhbhum;Jharkhand;2018;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2018;20;sci;37.57388;89.19707;10.802934;36.29696;92.39611;7.603891;31.178053;3.9093614;96.09064;31.920862;99.34867;0.65132767
Purbi Singhbhum;Jharkhand;2018;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2018;20;sst;41.455437;75.24076;24.759237;38.079735;83.59172;16.408281;33.134033;7.7302947;92.26971;35.401077;91.889946;8.110053
Jamtara;Jharkhand;2019;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2019;20;evs;59.354336;54.32517;45.67483;42.34375;78.990425;21.009575;54.02883;36.380123;63.619877;41.174637;75.23243;24.767569
Jamtara;Jharkhand;2019;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2019;20;language;61.32641;52.667255;47.332745;46.39437;74.7292;25.270802;64.89;41.442135;58.557865;41.7562;82.58345;17.416552
Jamtara;Jharkhand;2019;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2019;20;math;61.02543;50.71402;49.28598;46.8079;72.3386;27.661398;44.74304;25.206594;74.7934;39.89358;83.537895;16.462103
Jamtara;Jharkhand;2019;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;evs;57.34305;49.136517;50.863483;39.034657;81.18682;18.813179;51.38091;47.08722;52.91278;42.62344;74.824486;25.175516
Jamtara;Jharkhand;2019;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;language;70.57185;37.42272;62.57728;40.169735;76.49712;23.502872;57.532066;33.468105;66.5319;43.674583;85.668785;14.331214
Jamtara;Jharkhand;2019;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;math;53.0068;60.50105;39.49895;34.33556;86.45608;13.543921;49.534847;41.39856;58.60144;31.106283;93.60533;6.39467
Jamtara;Jharkhand;2019;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;language;56.49591;57.316658;42.683342;46.485367;78.32821;21.67179;45.17177;25.742838;74.257164;40.429832;86.3645;13.635502
Jamtara;Jharkhand;2019;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;math;41.414707;54.68882;45.31118;36.73024;66.23628;33.763718;32.678543;23.238613;76.76139;32.919308;77.433945;22.566057
Jamtara;Jharkhand;2019;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;sci;43.286198;59.773693;40.226307;37.193916;74.07681;25.923183;37.017178;19.46463;80.53537;33.020115;81.487976;18.512026
Jamtara;Jharkhand;2019;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2019;20;sst;42.28442;74.538246;25.46175;39.109802;75.505585;24.494413;38.364326;14.8857975;85.114204;33.282543;84.22567;15.774331
Jamtara;Jharkhand;2019;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2019;20;eng;40.317425;45.275185;54.724815;38.97505;44.492596;55.507404;31.865704;37.509483;62.490517;35.22849;48.35576;51.64424
Jamtara;Jharkhand;2019;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2019;20;math;35.718086;68.41224;31.587757;31.06086;79.87898;20.121017;29.836903;12.304245;87.695755;28.64731;90.42602;9.573984
Jamtara;Jharkhand;2019;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2019;20;mil;41.335228;90.01481;9.985194;36.35262;93.820335;6.179663;34.980064;4.45043;95.54957;36.713875;95.985466;4.014532
Jamtara;Jharkhand;2019;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2019;20;sci;34.817875;90.69178;9.308221;33.03204;96.94257;3.0574245;31.290827;3.1159213;96.88408;30.631212;95.17583;4.824174
Jamtara;Jharkhand;2019;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2019;20;sst;38.541744;83.54641;16.45359;36.359154;87.3533;12.646695;30.793438;7.3384876;92.661514;32.247974;94.44346;5.5565414
Saraikela-Kharsawan;Jharkhand;2020;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2020;20;evs;54.33011;60.985016;39.014984;50.655746;63.513153;36.486847;51.917686;42.80499;57.19501;55.937557;62.71726;37.28274
Saraikela-Kharsawan;Jharkhand;2020;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2020;20;language;69.1889;44.501125;55.498875;55.166164;65.21186;34.78814;62.574577;41.021637;58.978363;56.35144;69.66495;30.33505
Saraikela-Kharsawan;Jharkhand;2020;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2020;20;math;58.52935;59.95196;40.04804;51.590202;60.002663;39.997337;50.95575;34.91277;65.08723;53.51975;59.211864;40.788136
Saraikela-Kharsawan;Jharkhand;2020;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;evs;47.99546;73.67372;26.32628;46.34146;73.979996;26.020002;39.54391;20.33035;79.66965;51.817253;60.195168;39.804832
Saraikela-Kharsawan;Jharkhand;2020;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;language;58.930813;56.722435;43.277565;51.035564;64.24326;35.756737;45.734795;26.946543;73.05346;58.11153;51.6243;48.3757
Saraikela-Kharsawan;Jharkhand;2020;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;math;39.872192;76.551994;23.448004;42.619255;78.480034;21.519964;33.17166;8.534934;91.465065;45.205532;75.23249;24.767506
Saraikela-Kharsawan;Jharkhand;2020;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;language;72.075165;25.454645;74.54536;53.4637;68.27947;31.720531;48.63969;18.619022;81.380974;45.78325;81.16188;18.838123
Saraikela-Kharsawan;Jharkhand;2020;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;math;41.917534;54.990196;45.009804;40.0565;62.685257;37.314743;36.113678;26.938774;73.061226;38.34602;66.79804;33.201958
Saraikela-Kharsawan;Jharkhand;2020;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;sci;48.6385;47.221317;52.778683;41.469856;68.71012;31.28988;34.86139;15.452473;84.54752;38.045948;76.029045;23.970957
Saraikela-Kharsawan;Jharkhand;2020;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2020;20;sst;44.524555;75.26342;24.736582;41.562534;74.24237;25.75763;37.483482;23.895662;76.10434;39.75084;78.887505;21.112494
Saraikela-Kharsawan;Jharkhand;2020;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2020;20;eng;49.830486;26.531658;73.468346;43.035973;38.59029;61.40971;35.24654;38.81089;61.18911;35.0818;54.67246;45.32754
Saraikela-Kharsawan;Jharkhand;2020;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2020;20;math;34.418716;66.85303;33.146976;32.208096;76.32992;23.670084;26.49681;12.10134;87.89866;28.001602;90.14797;9.852029
Saraikela-Kharsawan;Jharkhand;2020;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2020;20;mil;44.85063;85.8989;14.101095;39.376133;92.682144;7.3178525;32.732594;3.6373003;96.3627;34.761196;96.08475;3.9152522
Saraikela-Kharsawan;Jharkhand;2020;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2020;20;sci;41.388676;86.08681;13.913191;34.015182;95.8811;4.118899;31.055017;0;100;30.00991;97.88525;2.114755
Saraikela-Kharsawan;Jharkhand;2020;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2020;20;sst;41.37464;80.53566;19.464338;37.88453;87.40303;12.596968;35.33937;7.2391443;92.76086;31.165482;94.21418;5.7858167
Simdega;Jharkhand;2021;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2021;20;evs;46.870712;70.122185;29.877817;57.339664;58.439064;41.560936;55.416664;49.204765;50.795235;57.07749;55.18148;44.81852
Simdega;Jharkhand;2021;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2021;20;language;46.301712;87.062294;12.937706;62.65851;61.112873;38.887127;52.612118;28.714966;71.285034;59.398346;64.61079;35.389214
Simdega;Jharkhand;2021;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2021;20;math;49.534042;70.495735;29.504267;56.750042;60.292927;39.707073;56.0369;46.71343;53.28657;56.99702;56.893387;43.106613
Simdega;Jharkhand;2021;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;evs;33.588604;97.08507;2.9149315;48.914227;64.94771;35.05229;52.75643;42.93713;57.06287;42.3514;75.264694;24.735306
Simdega;Jharkhand;2021;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;language;49.19721;93.74;6.2600045;53.182537;62.602764;37.397236;57.78351;42.688393;57.311607;48.417145;67.73186;32.26814
Simdega;Jharkhand;2021;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;math;26.53008;97.08507;2.9149315;34.300217;89.78418;10.215818;37.219795;11.451833;88.548164;34.183754;89.431854;10.568148
Simdega;Jharkhand;2021;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;language;52.930573;76.36952;23.630478;46.081245;78.86363;21.136368;47.869045;24.983831;75.01617;43.931076;86.87153;13.1284685
Simdega;Jharkhand;2021;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;math;34.61426;70.399925;29.600079;30.445984;86.888885;13.111113;29.50305;12.509641;87.49036;29.734066;86.897354;13.102643
Simdega;Jharkhand;2021;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;sci;39.425835;76.70943;23.290571;35.735764;84.43716;15.562841;35.839596;17.128052;82.87195;33.66839;88.87621;11.123791
Simdega;Jharkhand;2021;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2021;20;sst;36.33457;90.49018;9.509816;35.505707;90.82963;9.170373;37.748257;17.88166;82.11834;35.9848;90.860245;9.139755
Simdega;Jharkhand;2021;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2021;20;eng;49.16546;43.40999;56.59001;37.223576;46.34723;53.65277;35.379322;45.60461;54.39539;34.431526;55.135864;44.864136
Simdega;Jharkhand;2021;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2021;20;math;29.543844;90.87232;9.127675;30.05484;81.28328;18.716717;28.00925;11.666797;88.333206;27.915527;86.495926;13.504073
Simdega;Jharkhand;2021;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2021;20;mil;43.247578;90.86026;9.139739;38.787895;91.891106;8.108897;35.548634;5.13636;94.86364;35.953304;95.99747;4.0025363
Simdega;Jharkhand;2021;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2021;20;sci;32.908554;91.49086;8.509144;32.12148;95.057846;4.942152;33.177177;5.2263794;94.77362;30.324242;98.1595;1.8405011
Simdega;Jharkhand;2021;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2021;20;sst;34.454575;81.09485;18.90515;37.40368;87.909134;12.090862;32.9156;1.0991786;98.90082;33.89302;94.5726;5.427401
Latehar;Jharkhand;2022;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2022;20;evs;53.744576;62.240757;37.759243;47.445312;64.37712;35.622875;47.943115;30.299623;69.70038;48.26867;68.5669;31.433102
Latehar;Jharkhand;2022;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2022;20;language;62.216362;61.343933;38.656067;53.344284;72.99054;27.009459;56.01716;23.288568;76.71143;50.94207;74.90941;25.090591
Latehar;Jharkhand;2022;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2022;20;math;60.307873;48.834633;51.165367;48.191734;69.95832;30.04168;48.023243;28.335058;71.66494;47.660206;67.88816;32.11184
Latehar;Jharkhand;2022;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;evs;34.700287;91.39749;8.602505;41.74823;80.39775;19.602253;42.26549;26.229895;73.7701;41.93251;76.597015;23.40298
Latehar;Jharkhand;2022;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;language;44.91913;85.25291;14.747091;48.365726;68.41932;31.580679;44.733955;25.928864;74.07114;46.16234;71.24215;28.75785
Latehar;Jharkhand;2022;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;math;33.146732;92.11647;7.883526;36.807693;80.85933;19.140673;38.773357;16.27213;83.72787;31.486721;91.34245;8.657546
Latehar;Jharkhand;2022;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;language;42.06493;81.77919;18.220808;40.551857;86.7553;13.244696;34.104317;1.5704403;98.42956;39.12908;92.684814;7.315188
Latehar;Jharkhand;2022;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;math;31.5369;84.63625;15.363748;31.390255;86.94399;13.05601;25.090483;3.3236659;96.67633;29.687162;86.53732;13.462679
Latehar;Jharkhand;2022;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;sci;35.939083;79.00542;20.994587;33.302673;91.04326;8.95674;32.077;8.463409;91.53659;32.087795;88.733795;11.266202
Latehar;Jharkhand;2022;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2022;20;sst;31.399525;100;0;36.7917;85.12009;14.87991;30.38302;6.181095;93.81891;35.321186;86.15574;13.844258
Latehar;Jharkhand;2022;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2022;20;eng;35.5784;29.7935;70.2065;35.64808;53.63961;46.36039;36.501976;42.319393;57.680607;33.307907;56.89105;43.10895
Latehar;Jharkhand;2022;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2022;20;math;29.658787;85.15693;14.843069;30.84867;72.42088;27.579115;32.21583;27.780933;72.21907;29.07685;83.86041;16.139587
Latehar;Jharkhand;2022;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2022;20;mil;49.32099;77.58083;22.419168;39.215088;93.88809;6.1119094;34.577866;3.9677043;96.032295;35.794308;98.38177;1.6182317
