"udise_state_code","urban_population","rural_population","total_population","total_district_area","year_id","is_active","lgd_state_id","lgd_district_id","inityear","density_of_population","udise_district_code","description","district_name","state_name","state_id","updated_at","child_sex_ratio","no_of_schools","state_govt_schools","govt_aided_schools","central_govt_schools","private_unaided_reco_schools","teacher_state_govt_schools","teacher_govt_aided_schools","teacher_central_govt_schools","teacher_private_unaided_reco_schools","created_at","district_id","id","literacy_rate"
17,"28430","366694","395124","3819",6,1,0,0,"1996-97","103",1707,"","West Jaintia Hills","Meghalaya",117,"2022-05-05T03:56:00","976","1148","702","301","1","144","2327","1375","27","795","2021-12-16T18:30:00",2707,"124","61.64"
17,"0","0","0","0",6,1,0,0,"1996-97","0",1708,"","North Garo Hills","Meghalaya",117,"2022-05-05T03:56:00","0","873","567","253","0","53","1588","943","0","417","2021-12-16T18:30:00",2708,"125","0"
17,"0","0","0","0",6,1,0,0,"1996-97","0",1709,"","East Jaintia Hills","Meghalaya",117,"2022-05-05T03:56:00","0","678","435","162","1","80","1196","538","7","408","2021-12-16T18:30:00",2709,"126","0"
17,"0","0","0","0",6,1,0,0,"1996-97","0",1710,"","South West Khasi Hills","Meghalaya",117,"2022-05-05T03:56:00","0","994","424","341","1","228","1290","1111","1","668","2021-12-16T18:30:00",2710,"127","0"
17,"0","0","0","0",6,1,0,0,"1996-97","0",1711,"","South West Garo Hills","Meghalaya",117,"2022-05-05T03:56:00","0","772","496","197","1","78","1311","785","10","613","2021-12-16T18:30:00",2711,"128","0"
30,"493081","324927","818008","1736",6,1,0,0,"1996-97","471",3001,"","North Goa","Goa",130,"2022-05-05T03:56:00","939","688","378","239","3","68","1464","3842","74","804","2021-12-16T18:30:00",4001,"129","89.57"
30,"413733","226804","640537","1966",6,1,0,0,"1996-97","326",3002,"","South Goa","Goa",130,"2022-05-05T03:56:00","946","793","436","283","4","70","1463","4628","120","1089","2021-12-16T18:30:00",4002,"130","87.59"
31,"50332","14141","64473","30",6,1,0,0,"1996-97","2149",3101,"","Lakshadweep","Lakshadweep",131,"2022-05-05T03:56:00","911","45","43","0","2","0","928","0","32","0","2021-12-16T18:30:00",4101,"131","91.85"
34,"55626","0","55626","30",6,1,0,0,"2007-08","1854",3401,"","Yanam","Puducherry",134,"2022-05-05T03:56:00","921","37","24","1","1","11","255","21","20","225","2021-12-16T18:30:00",4401,"132","79.47"
34,"657209","293080","950289","294",6,1,0,0,"1996-97","3232",3402,"","Pondicherry","Puducherry",134,"2022-05-05T03:56:00","970","500","271","25","3","201","3114","704","119","5606","2021-12-16T18:30:00",4402,"133","85.44"
34,"41816","0","41816","9",6,1,0,0,"1996-97","4646",3403,"","Mahe","Puducherry",134,"2022-05-05T03:56:00","978","33","17","0","2","14","229","0","40","314","2021-12-16T18:30:00",4403,"134","97.87"
34,"98102","102120","200222","157",6,1,0,0,"1996-97","1275",3404,"","Karaikal","Puducherry",134,"2022-05-05T03:56:00","969","171","102","7","2","60","893","205","45","998","2021-12-16T18:30:00",4404,"135","87.05"
35,"140747","97395","238142","2672",6,1,0,0,"1996-97","89",3501,"","Andamans","Andaman & Nicobar Islands",135,"2022-05-17T04:58:00","969","176","119","2","3","52","2142","73","112","892","2021-12-16T18:30:00",4501,"136","89.13"
35,"0","36842","36842","1841",6,1,0,0,"1996-97","20",3502,"","Nicobars","Andaman & Nicobar Islands",135,"2022-05-17T04:58:00","945","58","55","0","1","2","482","0","7","23","2021-12-16T18:30:00",4502,"137","78.06"
35,"2741","102856","105597","3736",6,1,0,0,"1996-97","28",3503,"","Middle And North Andamans","Andaman & Nicobar Islands",135,"2022-05-17T04:58:00","974","183","163","0","1","19","1538","0","22","160","2021-12-16T18:30:00",4503,"138","83.91"
27,"275474","1372821","1648295","5955",6,1,0,0,"1996-97","277",2701,"","Nandurbar","Maharashtra",127,"2022-05-05T03:56:00","944","2079","1512","406","2","159","5140","5036","16","1304","2021-12-16T18:30:00",3701,"139","64.38"
27,"571036","1479826","2050862","7195",6,1,0,0,"1996-97","285",2702,"","Dhule","Maharashtra",127,"2022-05-05T03:56:00","898","2012","1169","628","2","213","4296","7670","34","2190","2021-12-16T18:30:00",3702,"140","72.8"
27,"1342711","2887206","4229917","11765",6,1,0,0,"1996-97","360",2703,"","Jalgaon","Maharashtra",127,"2022-05-05T03:56:00","842","3384","1919","970","8","487","7865","13818","137","4457","2021-12-16T18:30:00",3703,"141","78.2"
27,"548860","2037398","2586258","9661",6,1,0,0,"1996-97","268",2704,"","Buldana","Maharashtra",127,"2022-05-05T03:56:00","855","2484","1553","516","1","414","7488","6403","24","3798","2021-12-16T18:30:00",3704,"142","83.4"
27,"719741","1094165","1813906","5672.81",6,1,0,0,"1996-97","320",2705,"","Akola","Maharashtra",127,"2022-05-05T03:56:00","912","1860","999","479","1","381","4051","5247","27","3317","2021-12-16T18:30:00",3705,"143","88.05"
27,"211413","985747","1197160","4901.19",6,1,0,0,"1996-97","244",2706,"","Washim","Maharashtra",127,"2022-05-05T03:56:00","863","1375","823","340","2","210","3414","3687","34","1542","2021-12-16T18:30:00",3706,"144","83.25"
27,"1037287","1851158","2888445","12210",6,1,0,0,"1996-97","237",2707,"","Amravati","Maharashtra",127,"2022-05-05T03:56:00","935","2893","1775","742","1","375","7033","7577","28","3735","2021-12-16T18:30:00",3707,"145","87.38"
27,"423300","877474","1300774","6309",6,1,0,0,"1996-97","206",2708,"","Wardha","Maharashtra",127,"2022-05-05T03:56:00","919","1502","972","308","3","219","3058","3348","63","2421","2021-12-16T18:30:00",3708,"146","86.99"
27,"3178759","1474811","4653570","9892",6,1,0,0,"1996-97","470",2709,"","Nagpur","Maharashtra",127,"2022-05-05T03:56:00","931","4024","1731","1181","7","1105","6120","13908","298","13829","2021-12-16T18:30:00",3709,"147","88.39"
27,"233831","966503","1200334","4087",6,1,0,0,"1996-97","294",2710,"","Bhandara","Maharashtra",127,"2022-05-05T03:56:00","950","1320","820","343","3","154","3075","3162","56","1550","2021-12-16T18:30:00",3710,"148","83.76"
27,"225930","1096577","1322507","5234",6,1,0,0,"1996-97","253",2711,"","Gondiya","Maharashtra",127,"2022-05-05T03:56:00","956","1659","1081","339","2","237","4097","3510","31","1990","2021-12-16T18:30:00",3711,"149","84.95"
27,"118033","954909","1072942","14412",6,1,0,0,"1997-98","74",2712,"","Gadchiroli","Maharashtra",127,"2022-05-05T03:56:00","961","2041","1580","318","1","142","4554","3034","19","1185","2021-12-16T18:30:00",3712,"150","74.36"
27,"775378","1428929","2204307","11443",6,1,0,0,"1996-97","193",2713,"","Chandrapur","Maharashtra",127,"2022-05-05T03:56:00","953","2503","1632","488","5","378","5793","5368","124","4149","2021-12-16T18:30:00",3713,"151","80.01"
27,"598153","2174195","2772348","13582",6,1,0,0,"1996-97","204",2714,"","Yavatmal","Maharashtra",127,"2022-05-05T03:56:00","922","3342","2253","702","2","385","8172","6663","40","3362","2021-12-16T18:30:00",3714,"152","82.82"
27,"913898","2447394","3361292","10528",6,1,0,0,"1996-97","319",2715,"","Nanded","Maharashtra",127,"2022-05-05T03:56:00","910","3726","2247","981","3","495","9474","10454","65","4116","2021-12-16T18:30:00",3715,"153","75.45"
27,"178733","998612","1177345","4827",6,1,0,0,"1996-97","244",2716,"","Hingoli","Maharashtra",127,"2022-05-05T03:56:00","882","1324","887","233","1","203","4043","3067","13","1381","2021-12-16T18:30:00",3716,"154","78.17"
27,"569806","1266280","1836086","6214",6,1,0,0,"1996-97","295",2717,"","Parbhani","Maharashtra",127,"2022-05-05T03:56:00","884","2100","1135","512","3","450","5294","6062","36","2780","2021-12-16T18:30:00",3717,"155","73.34"
27,"377429","1581617","1959046","7694.11",6,1,0,0,"1996-97","255",2718,"","Jalna","Maharashtra",127,"2022-05-05T03:56:00","870","2430","1527","393","1","509","6057","4926","20","3399","2021-12-16T18:30:00",3718,"156","71.52"
27,"1620170","2081112","3701282","10130.89",6,1,0,0,"1996-97","365",2719,"","Aurangabad (Maharashtra)","Maharashtra",127,"2022-05-05T03:56:00","858","4585","2249","978","2","1356","9463","12107","94","11053","2021-12-16T18:30:00",3719,"157","79.02"
27,"2597373","3509814","6107187","15530",6,1,0,0,"1996-97","393",2720,"","Nashik","Maharashtra",127,"2022-05-05T03:56:00","890","5599","3574","1155","7","863","14056","16611","245","9625","2021-12-16T18:30:00",3720,"158","82.31"
27,"8514678","2545470","11060148","9558",6,1,0,0,"1996-97","1157",2721,"","Thane","Maharashtra",127,"2022-05-05T03:56:00","924","4820","1832","1039","3","1946","7385","13145","159","26676","2021-12-16T18:30:00",3721,"159","84.53"
27,"9356962","0","9356962","446",6,1,0,0,"1996-97","20980",2722,"","Mumbai (Suburban)","Maharashtra",127,"2022-05-05T03:56:00","913","2308","1150","435","1","722","10271","3211","2","7019","2021-12-16T18:30:00",3722,"160","89.91"
27,"3085411","0","3085411","157",6,1,0,0,"1996-97","19652",2723,"","Mumbai II","Maharashtra",127,"2022-05-05T03:56:00","914","1778","8","860","14","896","103","17752","602","20222","2021-12-16T18:30:00",3723,"161","89.21"
27,"970195","1664005","2634200","7152",6,1,0,0,"1996-97","368",2724,"","Raigarh (Maharashtra)","Maharashtra",127,"2022-05-05T03:56:00","935","3678","2717","439","3","519","7006","5670","112","7330","2021-12-16T18:30:00",3724,"162","83.14"
27,"5751182","3678226","9429408","15643",6,1,0,0,"1996-97","603",2725,"","Pune","Maharashtra",127,"2022-05-05T03:56:00","883","7415","4184","1355","17","1859","16127","19863","788","31866","2021-12-16T18:30:00",3725,"163","86.15"
27,"912617","3630542","4543159","17048",6,1,0,0,"1996-97","266",2726,"","Ahmadnagar","Maharashtra",127,"2022-05-05T03:56:00","852","5364","3648","1007","4","705","11942","13764","109","6702","2021-12-16T18:30:00",3726,"164","79.05"
27,"514298","2070751","2585049","10693",6,1,0,0,"1996-97","242",2727,"","Bid","Maharashtra",127,"2022-05-05T03:56:00","807","3681","2494","752","1","434","9276","10119","25","3452","2021-12-16T18:30:00",3727,"165","76.99"
27,"624980","1829216","2454196","7157",6,1,0,0,"1996-97","343",2728,"","Latur","Maharashtra",127,"2022-05-05T03:56:00","889","2718","1305","961","2","450","5885","10752","46","3773","2021-12-16T18:30:00",3728,"166","77.26"
27,"281057","1376519","1657576","7569",6,1,0,0,"1996-97","219",2729,"","Osmanabad","Maharashtra",127,"2022-05-05T03:56:00","867","1832","1118","467","1","246","5272","4702","26","1413","2021-12-16T18:30:00",3729,"167","78.44"
27,"1399091","2918665","4317756","14895",6,1,0,0,"1996-97","290",2730,"","Solapur","Maharashtra",127,"2022-05-05T03:56:00","883","4771","2941","1200","2","628","10379","14968","46","5150","2021-12-16T18:30:00",3730,"168","77.02"
27,"570378","2433363","3003741","10480",6,1,0,0,"1996-97","287",2731,"","Satara","Maharashtra",127,"2022-05-05T03:56:00","895","3852","2748","711","2","391","8043","7838","44","3697","2021-12-16T18:30:00",3731,"169","82.87"
27,"263723","1351346","1615069","8208",6,1,0,0,"1996-97","197",2732,"","Ratnagiri","Maharashtra",127,"2022-05-05T03:56:00","936","3143","2544","367","1","231","6759","3600","23","2076","2021-12-16T18:30:00",3732,"170","82.18"
27,"107006","742645","849651","5207",6,1,0,0,"2006-07","163",2733,"","Sindhudurg","Maharashtra",127,"2022-05-05T03:56:00","922","1705","1390","223","1","91","3567","2161","23","749","2021-12-16T18:30:00",3733,"171","85.56"
27,"1230009","2645992","3876001","7685",6,1,0,0,"1996-97","504",2734,"","Kolhapur","Maharashtra",127,"2022-05-05T03:56:00","863","3712","2119","996","2","595","8736","10943","29","5222","2021-12-16T18:30:00",3734,"172","81.51"
27,"719357","2102786","2822143","8572",6,1,0,0,"1996-97","329",2735,"","Sangli","Maharashtra",127,"2022-05-05T03:56:00","867","2978","1780","775","1","422","6033","8654","21","3180","2021-12-16T18:30:00",3735,"173","81.48"
27,"0","0","0","0",6,1,0,0,"2014-15","0",2736,"","Palghar","Maharashtra",127,"2022-05-05T03:56:00","0","3293","2202","325","4","762","6731","4214","140","9458","2021-12-16T18:30:00",3736,"174","0"
32,"509047","798328","1307375","1989",6,1,0,0,"1996-97","657",3201,"","Kasaragod","Kerala",132,"2022-05-05T03:56:00","961","730","301","216","5","208","5550","3516","106","3080","2021-12-16T18:30:00",4201,"175","90.09"
32,"1640986","882017","2523003","2961",6,1,0,0,"1996-97","852",3202,"","Kannur","Kerala",132,"2022-05-05T03:56:00","971","1494","306","963","7","218","5570","12797","234","4597","2021-12-16T18:30:00",4202,"176","95.1"
32,"31580","785840","817420","2130",6,1,0,0,"1996-97","384",3203,"","Wayanad","Kerala",132,"2022-05-05T03:56:00","965","393","208","113","2","70","3157","2204","43","1269","2021-12-16T18:30:00",4203,"177","89.03"
32,"2072572","1013721","3086293","2345",6,1,0,0,"1996-97","1316",3204,"","Kozhikode","Kerala",132,"2022-05-05T03:56:00","969","1451","348","863","3","237","6372","13059","134","5049","2021-12-16T18:30:00",4204,"178","95.08"
32,"1817211","2295709","4112920","3554",6,1,0,0,"1996-97","1157",3205,"","Malappuram","Kerala",132,"2022-05-05T03:56:00","965","1827","604","810","2","411","12270","18140","47","8187","2021-12-16T18:30:00",4205,"179","93.57"
32,"676810","2133124","2809934","4482",6,1,0,0,"1996-97","627",3206,"","Palakkad","Kerala",132,"2022-05-05T03:56:00","967","1155","358","585","5","207","6542","9862","181","4514","2021-12-16T18:30:00",4206,"180","89.31"
32,"2096406","1024794","3121200","3027",6,1,0,0,"1996-97","1031",3207,"","Thrissur","Kerala",132,"2022-05-05T03:56:00","950","1230","268","680","3","279","4726","11783","117","7610","2021-12-16T18:30:00",4207,"181","95.08"
32,"2234363","1048025","3282388","3063",6,1,0,0,"1996-97","1072",3208,"","Ernakulam","Kerala",132,"2022-05-05T03:56:00","961","1317","384","530","7","396","4537","9368","342","10494","2021-12-16T18:30:00",4208,"182","95.89"
32,"52045","1056929","1108974","4356",6,1,0,0,"2000-01","255",3209,"","Idukki","Kerala",132,"2022-05-05T03:56:00","964","652","288","256","2","106","2556","3309","49","1965","2021-12-16T18:30:00",4209,"183","91.99"
32,"565393","1409158","1974551","2206",6,1,0,0,"1996-97","895",3210,"","Kottayam","Kerala",132,"2022-05-05T03:56:00","964","1094","310","555","3","226","2846","7177","75","5328","2021-12-16T18:30:00",4210,"184","97.21"
32,"1148146","979643","2127789","1415",6,1,0,0,"1996-97","1504",3211,"","Alappuzha","Kerala",132,"2022-05-05T03:56:00","951","926","341","392","2","191","4174","6522","43","4273","2021-12-16T18:30:00",4211,"185","95.72"
32,"131613","1065799","1197412","2652",6,1,0,0,"1996-97","452",3212,"","Pathanamthitta","Kerala",132,"2022-05-05T03:56:00","976","842","263","426","4","149","2424","4500","133","2912","2021-12-16T18:30:00",4212,"186","96.55"
32,"1187158","1448217","2635375","2483",6,1,0,0,"1996-97","1061",3213,"","Kollam","Kerala",132,"2022-05-05T03:56:00","973","1100","431","439","2","228","6000","7796","40","4814","2021-12-16T18:30:00",4213,"187","94.09"
32,"1771596","1529831","3301427","2189",6,1,0,0,"1996-97","1508",3214,"","Thiruvananthapuram","Kerala",132,"2022-05-05T03:56:00","964","1241","555","363","8","315","8414","6711","363","8322","2021-12-16T18:30:00",4214,"188","93.02"
9,"1066526","2399856","3466382","3689",6,1,0,0,"2002-03","940",901,"","Saharanpur","Uttar Pradesh",109,"2022-05-05T03:56:00","887","3831","1517","127","2","2185","8058","1556","62","13762","2021-12-16T18:30:00",1801,"189","70.49"
9,"1191312","2952200","4143512","4008",6,1,0,0,"2000-01","1034",902,"","Muzaffarnagar","Uttar Pradesh",109,"2022-05-05T03:56:00","863","2831","997","119","2","1713","5255","1312","68","9996","2021-12-16T18:30:00",1802,"190","69.12"
9,"925312","2757401","3682713","4561",6,1,0,0,"2000-01","807",903,"","Bijnor","Uttar Pradesh",109,"2022-05-05T03:56:00","883","4414","2167","129","1","2117","9856","1298","21","12507","2021-12-16T18:30:00",1803,"191","68.48"
9,"1573623","3198383","4772006","3718",6,1,0,0,"2000-01","1283",904,"","Moradabad","Uttar Pradesh",109,"2022-05-05T03:56:00","916","3323","1452","95","4","1772","7562","1240","82","14856","2021-12-16T18:30:00",1804,"192","56.77"
9,"588647","1747172","2335819","2367",6,1,0,0,"2000-01","987",905,"","Rampur","Uttar Pradesh",109,"2022-05-05T03:56:00","924","2846","1645","49","2","1150","6834","378","44","7526","2021-12-16T18:30:00",1805,"193","53.34"
9,"458713","1381508","1840221","2249",6,1,0,0,"2000-01","818",906,"","Jyotiba Phule Nagar (Amroha)","Uttar Pradesh",109,"2022-05-05T03:56:00","903","2530","1296","58","1","1175","5156","682","20","7177","2021-12-16T18:30:00",1806,"194","63.84"
9,"1759182","1684507","3443689","2559",6,1,0,0,"2000-01","1346",907,"","Meerut","Uttar Pradesh",109,"2022-05-05T03:56:00","852","2753","1125","183","4","1441","5523","2345","186","14267","2021-12-16T18:30:00",1807,"195","72.84"
9,"275025","1028023","1303048","1321",6,1,0,0,"2000-01","986",908,"","Baghpat","Uttar Pradesh",109,"2022-05-05T03:56:00","841","1043","556","82","3","402","2895","1004","58","3697","2021-12-16T18:30:00",1808,"196","72.01"
9,"3162547","1519098","4681645","1179",6,1,0,0,"2000-01","3971",909,"","Ghaziabad","Uttar Pradesh",109,"2022-05-05T03:56:00","850","2248","502","70","7","1669","3183","1065","322","17966","2021-12-16T18:30:00",1809,"197","78.07"
9,"974309","673806","1648115","1282",6,1,0,0,"2000-01","1286",910,"","Gautam Buddha Nagar","Uttar Pradesh",109,"2022-05-05T03:56:00","843","1631","522","55","5","1049","3178","597","232","16581","2021-12-16T18:30:00",1810,"198","80.12"
9,"867429","2631742","3499171","4512",6,1,0,0,"2000-01","776",911,"","Bulandshahr","Uttar Pradesh",109,"2022-05-05T03:56:00","854","3919","1952","184","2","1781","9638","2104","94","12453","2021-12-16T18:30:00",1811,"199","68.88"
9,"1217191","2456698","3673889","3650",6,1,0,0,"1996-97","1007",912,"","Aligarh","Uttar Pradesh",109,"2022-05-05T03:56:00","877","4314","2165","125","2","2022","9770","1487","56","16426","2021-12-16T18:30:00",1812,"200","67.52"
9,"332693","1232015","1564708","1840",6,1,0,0,"1996-97","850",913,"","Hathras","Uttar Pradesh",109,"2022-05-05T03:56:00","865","2320","1281","79","2","958","5709","972","41","7075","2021-12-16T18:30:00",1813,"201","71.59"
9,"755993","1791191","2547184","3340",6,1,0,0,"2000-01","763",914,"","Mathura","Uttar Pradesh",109,"2022-05-05T03:56:00","870","3016","1598","122","4","1292","7874","1134","146","10649","2021-12-16T18:30:00",1814,"202","70.36"
9,"2024195","2394602","4418797","4041",6,1,0,0,"2000-01","1093",915,"","Agra","Uttar Pradesh",109,"2022-05-05T03:56:00","861","5097","2567","170","10","2350","10781","1785","266","18123","2021-12-16T18:30:00",1815,"203","71.58"
9,"833169","1664987","2498156","2407",6,1,0,0,"2000-01","1038",916,"","Firozabad","Uttar Pradesh",109,"2022-05-05T03:56:00","881","3593","1892","104","2","1595","7464","1133","61","11992","2021-12-16T18:30:00",1816,"204","71.92"
9,"268142","1506338","1774480","2431",6,1,0,0,"2000-01","730",917,"","Etah","Uttar Pradesh",109,"2022-05-05T03:56:00","879","3301","1724","95","2","1480","6060","864","50","9791","2021-12-16T18:30:00",1817,"205","70.81"
9,"288442","1580087","1868529","2760",6,1,0,0,"2000-01","677",918,"","Mainpuri","Uttar Pradesh",109,"2022-05-05T03:56:00","884","3541","1937","84","2","1518","7143","808","32","10513","2021-12-16T18:30:00",1818,"206","75.99"
9,"644595","3037301","3681896","5168",6,1,0,0,"2000-01","712",919,"","Budaun","Uttar Pradesh",109,"2022-05-05T03:56:00","899","3366","2209","73","2","1082","9587","641","40","7353","2021-12-16T18:30:00",1819,"207","51.29"
9,"1568409","2879950","4448359","4120",6,1,0,0,"2000-01","1080",920,"","Bareilly","Uttar Pradesh",109,"2022-05-05T03:56:00","903","4561","2591","101","8","1861","12116","1323","268","14301","2021-12-16T18:30:00",1820,"208","58.49"
9,"351415","1679592","2031007","3686",6,1,0,0,"2000-01","551",921,"","Pilibhit","Uttar Pradesh",109,"2022-05-05T03:56:00","912","2334","1542","40","2","750","5980","354","41","4864","2021-12-16T18:30:00",1821,"209","61.47"
9,"594092","2412446","3006538","4388",6,1,0,0,"2000-01","685",922,"","Shahjahanpur","Uttar Pradesh",109,"2022-05-05T03:56:00","903","4166","2788","73","4","1301","10468","731","155","8252","2021-12-16T18:30:00",1822,"210","59.54"
9,"461035","3560208","4021243","7680",6,1,0,0,"2000-01","524",923,"","Kheri","Uttar Pradesh",109,"2022-05-05T03:56:00","921","4305","3179","68","4","1054","13357","860","75","8557","2021-12-16T18:30:00",1823,"211","60.56"
9,"530784","3953208","4483992","5743",6,1,0,0,"1996-97","781",924,"","Sitapur","Uttar Pradesh",109,"2022-05-05T03:56:00","930","5409","3600","148","3","1658","17356","982","87","10304","2021-12-16T18:30:00",1824,"212","61.12"
9,"541806","3551039","4092845","5986",6,1,0,0,"2000-01","684",925,"","Hardoi","Uttar Pradesh",109,"2022-05-05T03:56:00","899","5391","3537","113","2","1739","14798","906","33","10475","2021-12-16T18:30:00",1825,"213","64.57"
9,"531646","2576721","3108367","4558",6,1,0,0,"2000-01","682",926,"","Unnao","Uttar Pradesh",109,"2022-05-05T03:56:00","920","4176","2762","93","2","1319","12013","906","67","8432","2021-12-16T18:30:00",1826,"214","66.37"
9,"3038996","1550842","4589838","2528",6,1,0,0,"1996-97","1816",927,"","Lucknow","Uttar Pradesh",109,"2022-05-05T03:56:00","915","4074","1696","142","11","2225","8147","2216","547","27063","2021-12-16T18:30:00",1827,"215","77.29"
9,"307995","3097564","3405559","4609",6,1,0,0,"2000-01","739",928,"","Rae Bareli","Uttar Pradesh",109,"2022-05-05T03:56:00","926","3486","2365","115","5","1001","10166","992","149","6256","2021-12-16T18:30:00",1828,"216","67.25"
9,"416185","1469019","1885204","2181",6,1,0,0,"2000-01","864",929,"","Farrukhabad","Uttar Pradesh",109,"2022-05-05T03:56:00","889","2675","1591","112","2","970","6475","945","68","6088","2021-12-16T18:30:00",1829,"217","69.04"
9,"280841","1375775","1656616","2093",6,1,0,0,"2001-02","792",930,"","Kannauj","Uttar Pradesh",109,"2022-05-05T03:56:00","898","2466","1482","102","1","881","6569","809","17","6130","2021-12-16T18:30:00",1830,"218","72.7"
9,"366299","1215511","1581810","2311",6,1,0,0,"1996-97","684",931,"","Etawah","Uttar Pradesh",109,"2022-05-05T03:56:00","875","2963","1512","107","2","1342","6321","913","52","7959","2021-12-16T18:30:00",1831,"219","78.41"
9,"234222","1145323","1379545","2016",6,1,0,0,"1996-97","684",932,"","Auraiya","Uttar Pradesh",109,"2022-05-05T03:56:00","896","2355","1281","115","2","957","5442","925","43","5672","2021-12-16T18:30:00",1832,"220","78.95"
9,"173423","1622761","1796184","3021",6,1,0,0,"2000-01","595",933,"","Kanpur Dehat","Uttar Pradesh",109,"2022-05-05T03:56:00","897","2648","1946","93","2","607","7262","686","77","4372","2021-12-16T18:30:00",1833,"221","75.78"
9,"3015645","1565623","4581268","3155",6,1,0,0,"1996-97","1452",934,"","Kanpur Nagar","Uttar Pradesh",109,"2022-05-05T03:56:00","873","4553","1851","216","12","2474","8917","2498","530","19894","2021-12-16T18:30:00",1834,"222","79.65"
9,"418900","1271074","1689974","4565",6,1,0,0,"2000-01","370",935,"","Jalaun","Uttar Pradesh",109,"2022-05-05T03:56:00","881","2569","1558","106","1","904","5089","826","22","5451","2021-12-16T18:30:00",1835,"223","73.75"
9,"833484","1165119","1998603","5024",6,1,0,0,"2000-01","398",936,"","Jhansi","Uttar Pradesh",109,"2022-05-05T03:56:00","866","2338","1498","76","6","758","6872","866","189","8011","2021-12-16T18:30:00",1836,"224","75.05"
9,"175378","1046214","1221592","5039",6,1,0,0,"2000-01","242",937,"","Lalitpur","Uttar Pradesh",109,"2022-05-05T03:56:00","916","1971","1405","9","3","554","5806","98","83","4103","2021-12-16T18:30:00",1837,"225","63.52"
9,"209848","894437","1104285","4021",6,1,0,0,"2000-01","275",938,"","Hamirpur (U.P.)","Uttar Pradesh",109,"2022-05-05T03:56:00","886","1708","1012","51","2","643","4020","535","20","3956","2021-12-16T18:30:00",1838,"226","68.77"
9,"185381","690577","875958","3144",6,1,0,0,"2000-01","279",939,"","Mahoba","Uttar Pradesh",109,"2022-05-05T03:56:00","892","1289","889","23","2","375","3646","161","51","2042","2021-12-16T18:30:00",1839,"227","65.27"
9,"275755","1523655","1799410","4408",6,1,0,0,"1996-97","408",940,"","Banda","Uttar Pradesh",109,"2022-05-05T03:56:00","902","2353","1811","65","1","476","7527","496","16","3140","2021-12-16T18:30:00",1840,"228","66.67"
9,"96332","895398","991730","3216",6,1,0,0,"1996-97","308",941,"","Chitrakoot","Uttar Pradesh",109,"2022-05-05T03:56:00","907","1685","1295","45","2","343","5856","290","44","2545","2021-12-16T18:30:00",1841,"229","65.05"
9,"321993","2310740","2632733","4152",6,1,0,0,"2000-01","634",942,"","Fatehpur","Uttar Pradesh",109,"2022-05-05T03:56:00","907","3628","2189","142","2","1295","9963","1027","25","8032","2021-12-16T18:30:00",1842,"230","67.43"
9,"175242","3033899","3209141","3717",6,1,0,0,"2000-01","863",943,"","Pratapgarh","Uttar Pradesh",109,"2022-05-05T03:56:00","917","4897","2445","166","1","2285","10197","1373","18","9496","2021-12-16T18:30:00",1843,"231","70.09"
9,"124456","1475140","1599596","1779",6,1,0,0,"1996-97","899",944,"","Kaushambi","Uttar Pradesh",109,"2022-05-05T03:56:00","923","2096","1131","68","1","896","6109","607","23","5902","2021-12-16T18:30:00",1844,"232","61.28"
9,"1472873","4481518","5954391","5482",6,1,0,0,"1996-97","1086",945,"","Allahabad","Uttar Pradesh",109,"2022-05-05T03:56:00","893","5571","2944","272","11","2344","15503","3646","424","17043","2021-12-16T18:30:00",1845,"233","72.32"
9,"330803","2929896","3260699","4402",6,1,0,0,"2000-01","741",946,"","Barabanki","Uttar Pradesh",109,"2022-05-05T03:56:00","932","3839","2697","81","2","1059","12158","816","44","8478","2021-12-16T18:30:00",1846,"234","61.75"
9,"340253","2130743","2470996","2341",6,1,0,0,"2000-01","1056",947,"","Faizabad","Uttar Pradesh",109,"2022-05-05T03:56:00","931","3605","1831","111","3","1660","8365","1180","62","11498","2021-12-16T18:30:00",1847,"235","68.73"
9,"280730","2117158","2397888","2350",6,1,0,0,"1996-97","1020",948,"","Ambedkar Nagar","Uttar Pradesh",109,"2022-05-05T03:56:00","932","3372","1621","159","1","1591","7970","1405","15","10117","2021-12-16T18:30:00",1848,"236","72.23"
9,"199916","3597201","3797117","4436",6,1,0,0,"2000-01","856",949,"","Sultanpur","Uttar Pradesh",109,"2022-05-05T03:56:00","922","3508","2109","112","2","1285","10482","1259","47","8761","2021-12-16T18:30:00",1849,"237","69.27"
9,"284044","3203687","3487731","5237",6,1,0,0,"2000-01","666",950,"","Bahraich","Uttar Pradesh",109,"2022-05-05T03:56:00","935","3765","2876","57","4","828","12672","646","38","6232","2021-12-16T18:30:00",1850,"238","49.36"
9,"38649","1078712","1117361","1640",6,1,0,0,"2000-01","681",951,"","Shrawasti","Uttar Pradesh",109,"2022-05-05T03:56:00","928","1370","1018","19","2","331","4248","239","24","2298","2021-12-16T18:30:00",1851,"239","46.74"
9,"166391","1982274","2148665","3349",6,1,0,0,"2000-01","642",952,"","Balrampur","Uttar Pradesh",109,"2022-05-05T03:56:00","950","2336","1850","33","2","451","7071","384","50","2836","2021-12-16T18:30:00",1852,"240","49.51"
9,"225029","3208890","3433919","4003",6,1,0,0,"2000-01","858",953,"","Gonda","Uttar Pradesh",109,"2022-05-05T03:56:00","926","4075","2659","88","3","1325","11424","993","71","10772","2021-12-16T18:30:00",1853,"241","58.71"
